song_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
1UotQ5kMAEiCJVisAVkxOh,0.705,0.824,2,-4.825,1,0.0347,0.18,0,0.0901,0.925,146.999,audio_features,1UotQ5kMAEiCJVisAVkxOh,spotify:track:1UotQ5kMAEiCJVisAVkxOh,https://api.spotify.com/v1/tracks/1UotQ5kMAEiCJVisAVkxOh,https://api.spotify.com/v1/audio-analysis/1UotQ5kMAEiCJVisAVkxOh,192046,4
18n2GdCpsHYzkbMKPavE7Y,0.511,0.795,8,-3.714,1,0.146,0.0845,0,0.102,0.432,175.987,audio_features,18n2GdCpsHYzkbMKPavE7Y,spotify:track:18n2GdCpsHYzkbMKPavE7Y,https://api.spotify.com/v1/tracks/18n2GdCpsHYzkbMKPavE7Y,https://api.spotify.com/v1/audio-analysis/18n2GdCpsHYzkbMKPavE7Y,234434,4
625SfHM2FVyyUj3cT8108G,0.565,0.645,0,-5.858,0,0.0563,0.215,0,0.184,0.483,100.064,audio_features,625SfHM2FVyyUj3cT8108G,spotify:track:625SfHM2FVyyUj3cT8108G,https://api.spotify.com/v1/tracks/625SfHM2FVyyUj3cT8108G,https://api.spotify.com/v1/audio-analysis/625SfHM2FVyyUj3cT8108G,175440,4
3ViJYmiobUr5ozBHHcpzbF,0.734,0.663,0,-7.292,1,0.185,0.28,0,0.12,0.256,101.943,audio_features,3ViJYmiobUr5ozBHHcpzbF,spotify:track:3ViJYmiobUr5ozBHHcpzbF,https://api.spotify.com/v1/tracks/3ViJYmiobUr5ozBHHcpzbF,https://api.spotify.com/v1/audio-analysis/3ViJYmiobUr5ozBHHcpzbF,183853,4
4w8niZpiMy6qz1mntFA5uM,0.841,0.798,1,-4.206,0,0.229,0.153,3.33E-06,0.0618,0.591,95.948,audio_features,4w8niZpiMy6qz1mntFA5uM,spotify:track:4w8niZpiMy6qz1mntFA5uM,https://api.spotify.com/v1/tracks/4w8niZpiMy6qz1mntFA5uM,https://api.spotify.com/v1/audio-analysis/4w8niZpiMy6qz1mntFA5uM,212500,4
6dGnYIeXmHdcikdzNNDMm2,0.557,0.54,9,-10.484,1,0.0347,0.0339,0.00248,0.179,0.394,129.171,audio_features,6dGnYIeXmHdcikdzNNDMm2,spotify:track:6dGnYIeXmHdcikdzNNDMm2,https://api.spotify.com/v1/tracks/6dGnYIeXmHdcikdzNNDMm2,https://api.spotify.com/v1/audio-analysis/6dGnYIeXmHdcikdzNNDMm2,185733,4
7HX9f8AMBl0vQxAoAzLqhS,0.749,0.484,5,-9.944,1,0.0484,0.13,0.137,0.0501,0.939,167.084,audio_features,7HX9f8AMBl0vQxAoAzLqhS,spotify:track:7HX9f8AMBl0vQxAoAzLqhS,https://api.spotify.com/v1/tracks/7HX9f8AMBl0vQxAoAzLqhS,https://api.spotify.com/v1/audio-analysis/7HX9f8AMBl0vQxAoAzLqhS,187431,4
6sPOmDulFtLzfX25zICNrC,0.66,0.512,0,-7.183,1,0.0294,0.313,0,0.283,0.852,133.607,audio_features,6sPOmDulFtLzfX25zICNrC,spotify:track:6sPOmDulFtLzfX25zICNrC,https://api.spotify.com/v1/tracks/6sPOmDulFtLzfX25zICNrC,https://api.spotify.com/v1/audio-analysis/6sPOmDulFtLzfX25zICNrC,177533,4
5zA8vzDGqPl2AzZkEYQGKh,0.701,0.943,4,-2.986,1,0.0456,0.0747,0,0.601,0.791,128.992,audio_features,5zA8vzDGqPl2AzZkEYQGKh,spotify:track:5zA8vzDGqPl2AzZkEYQGKh,https://api.spotify.com/v1/tracks/5zA8vzDGqPl2AzZkEYQGKh,https://api.spotify.com/v1/audio-analysis/5zA8vzDGqPl2AzZkEYQGKh,197707,4
3298yRJKPcCndQdNiTZKIo,0.538,0.127,11,-16.057,1,0.0284,0.589,0.00017,0.238,0.527,62.829,audio_features,3298yRJKPcCndQdNiTZKIo,spotify:track:3298yRJKPcCndQdNiTZKIo,https://api.spotify.com/v1/tracks/3298yRJKPcCndQdNiTZKIo,https://api.spotify.com/v1/audio-analysis/3298yRJKPcCndQdNiTZKIo,203573,4
