song_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,aures__id,uri,track_href,analysis_url,duration_ms,time_signature
7hDVYcQq6MxkdJGweuCtl9,0.511,0.363,4,-7.65,0,0.041,0.816,0.0317,0.084,0.169,144.892,audio_features,7hDVYcQq6MxkdJGweuCtl9,spotify:track:7hDVYcQq6MxkdJGweuCtl9,https://api.spotify.com/v1/tracks/7hDVYcQq6MxkdJGweuCtl9,https://api.spotify.com/v1/audio-analysis/7hDVYcQq6MxkdJGweuCtl9,200379,4
41zXlQxzTi6cGAjpOXyLYH,0.483,0.412,7,-8.461,1,0.0402,0.737,0,0.116,0.247,170.163,audio_features,41zXlQxzTi6cGAjpOXyLYH,spotify:track:41zXlQxzTi6cGAjpOXyLYH,https://api.spotify.com/v1/tracks/41zXlQxzTi6cGAjpOXyLYH,https://api.spotify.com/v1/audio-analysis/41zXlQxzTi6cGAjpOXyLYH,203569,3
0s3nnoMeVWz3989MkNQiRf,0.511,0.566,6,-7.23,0,0.2,0.349,0,0.34,0.218,83.903,audio_features,0s3nnoMeVWz3989MkNQiRf,spotify:track:0s3nnoMeVWz3989MkNQiRf,https://api.spotify.com/v1/tracks/0s3nnoMeVWz3989MkNQiRf,https://api.spotify.com/v1/audio-analysis/0s3nnoMeVWz3989MkNQiRf,239836,4
4ve2uzqdwnHr20G5YgMMqr,0.716,0.729,5,-6.313,1,0.117,0.0991,0,0.0842,0.276,131.975,audio_features,4ve2uzqdwnHr20G5YgMMqr,spotify:track:4ve2uzqdwnHr20G5YgMMqr,https://api.spotify.com/v1/tracks/4ve2uzqdwnHr20G5YgMMqr,https://api.spotify.com/v1/audio-analysis/4ve2uzqdwnHr20G5YgMMqr,226693,4
4H7WNRErSbONkM06blBoGc,0.479,0.468,5,-5.396,1,0.0274,0.414,0,0.148,0.35,85.913,audio_features,4H7WNRErSbONkM06blBoGc,spotify:track:4H7WNRErSbONkM06blBoGc,https://api.spotify.com/v1/tracks/4H7WNRErSbONkM06blBoGc,https://api.spotify.com/v1/audio-analysis/4H7WNRErSbONkM06blBoGc,204427,4
5hc71nKsUgtwQ3z52KEKQk,0.611,0.799,0,-5.719,1,0.0641,0.202,0.0277,0.123,0.51,101.038,audio_features,5hc71nKsUgtwQ3z52KEKQk,spotify:track:5hc71nKsUgtwQ3z52KEKQk,https://api.spotify.com/v1/tracks/5hc71nKsUgtwQ3z52KEKQk,https://api.spotify.com/v1/audio-analysis/5hc71nKsUgtwQ3z52KEKQk,347520,4
7bdYxWPCs46dQ0XLwySOyv,0.708,0.322,8,-12.46,0,0.0371,0.747,9.24E-05,0.137,0.46,98.892,audio_features,7bdYxWPCs46dQ0XLwySOyv,spotify:track:7bdYxWPCs46dQ0XLwySOyv,https://api.spotify.com/v1/tracks/7bdYxWPCs46dQ0XLwySOyv,https://api.spotify.com/v1/audio-analysis/7bdYxWPCs46dQ0XLwySOyv,193947,4
6in5L6PUrNbWXANgTadrQC,0.326,0.226,10,-7.647,1,0.0294,0.914,0,0.132,0.242,171.037,audio_features,6in5L6PUrNbWXANgTadrQC,spotify:track:6in5L6PUrNbWXANgTadrQC,https://api.spotify.com/v1/tracks/6in5L6PUrNbWXANgTadrQC,https://api.spotify.com/v1/audio-analysis/6in5L6PUrNbWXANgTadrQC,204326,3
7vGGAJBkHKxKtOnGjQduDV,0.54,0.439,10,-8.591,1,0.115,0.635,1.93E-05,0.0993,0.371,167.908,audio_features,7vGGAJBkHKxKtOnGjQduDV,spotify:track:7vGGAJBkHKxKtOnGjQduDV,https://api.spotify.com/v1/tracks/7vGGAJBkHKxKtOnGjQduDV,https://api.spotify.com/v1/audio-analysis/7vGGAJBkHKxKtOnGjQduDV,209547,4
1Ob94QesoxHSBrypyBbdfd,0.767,0.512,6,-6.777,1,0.0591,0.893,0.000223,0.103,0.489,123.921,audio_features,1Ob94QesoxHSBrypyBbdfd,spotify:track:1Ob94QesoxHSBrypyBbdfd,https://api.spotify.com/v1/tracks/1Ob94QesoxHSBrypyBbdfd,https://api.spotify.com/v1/audio-analysis/1Ob94QesoxHSBrypyBbdfd,207107,4
3kywzyEr7V106Un5cDyh12,0.581,0.298,11,-9.54,1,0.0698,0.725,0,0.116,0.168,63.761,audio_features,3kywzyEr7V106Un5cDyh12,spotify:track:3kywzyEr7V106Un5cDyh12,https://api.spotify.com/v1/tracks/3kywzyEr7V106Un5cDyh12,https://api.spotify.com/v1/audio-analysis/3kywzyEr7V106Un5cDyh12,184893,4
6y6jbcPG4Yn3Du4moXaenr,0.63,0.5,1,-8.755,0,0.0611,0.611,4.04E-05,0.114,0.315,144.871,audio_features,6y6jbcPG4Yn3Du4moXaenr,spotify:track:6y6jbcPG4Yn3Du4moXaenr,https://api.spotify.com/v1/tracks/6y6jbcPG4Yn3Du4moXaenr,https://api.spotify.com/v1/audio-analysis/6y6jbcPG4Yn3Du4moXaenr,245172,4
2is19a6HY7ZdWP654IMhEE,0.402,0.151,4,-14.227,0,0.0395,0.907,0,0.0941,0.483,144.293,audio_features,2is19a6HY7ZdWP654IMhEE,spotify:track:2is19a6HY7ZdWP654IMhEE,https://api.spotify.com/v1/tracks/2is19a6HY7ZdWP654IMhEE,https://api.spotify.com/v1/audio-analysis/2is19a6HY7ZdWP654IMhEE,238013,4
2qxmye6gAegTMjLKEBoR3d,0.652,0.557,1,-5.714,0,0.0318,0.74,0,0.124,0.483,150.073,audio_features,2qxmye6gAegTMjLKEBoR3d,spotify:track:2qxmye6gAegTMjLKEBoR3d,https://api.spotify.com/v1/tracks/2qxmye6gAegTMjLKEBoR3d,https://api.spotify.com/v1/audio-analysis/2qxmye6gAegTMjLKEBoR3d,169354,4
4UAW2gObi5o6sJla0qZpPn,0.528,0.284,9,-11.487,1,0.0287,0.795,0.000303,0.109,0.172,76.012,audio_features,4UAW2gObi5o6sJla0qZpPn,spotify:track:4UAW2gObi5o6sJla0qZpPn,https://api.spotify.com/v1/tracks/4UAW2gObi5o6sJla0qZpPn,https://api.spotify.com/v1/audio-analysis/4UAW2gObi5o6sJla0qZpPn,246421,4
7AluhhfZ0AO0Zw8MoUstzN,0.388,0.296,9,-13.04,0,0.0301,0.916,0.267,0.105,0.294,78.785,audio_features,7AluhhfZ0AO0Zw8MoUstzN,spotify:track:7AluhhfZ0AO0Zw8MoUstzN,https://api.spotify.com/v1/tracks/7AluhhfZ0AO0Zw8MoUstzN,https://api.spotify.com/v1/audio-analysis/7AluhhfZ0AO0Zw8MoUstzN,576346,4
7vRriwrloYVaoAe3a9wJHe,0.492,0.275,6,-13.4,0,0.3,0.687,0,0.101,0.18,92.6,audio_features,7vRriwrloYVaoAe3a9wJHe,spotify:track:7vRriwrloYVaoAe3a9wJHe,https://api.spotify.com/v1/tracks/7vRriwrloYVaoAe3a9wJHe,https://api.spotify.com/v1/audio-analysis/7vRriwrloYVaoAe3a9wJHe,251034,4
2QrXzOqLCVDRZHkToA0tSR,0.421,0.653,9,-4.85,0,0.398,0.0135,0,0.114,0.733,78.6,audio_features,2QrXzOqLCVDRZHkToA0tSR,spotify:track:2QrXzOqLCVDRZHkToA0tSR,https://api.spotify.com/v1/tracks/2QrXzOqLCVDRZHkToA0tSR,https://api.spotify.com/v1/audio-analysis/2QrXzOqLCVDRZHkToA0tSR,175424,4
21xRlfE6OjTAFQ4wd9u8IU,0.413,0.272,1,-11.568,1,0.0317,0.945,0.0279,0.112,0.355,109.69,audio_features,21xRlfE6OjTAFQ4wd9u8IU,spotify:track:21xRlfE6OjTAFQ4wd9u8IU,https://api.spotify.com/v1/tracks/21xRlfE6OjTAFQ4wd9u8IU,https://api.spotify.com/v1/audio-analysis/21xRlfE6OjTAFQ4wd9u8IU,211882,4
5pzeevBDvU6GVXqUKoiYDX,0.709,0.784,9,-3.182,0,0.1,0.23,0,0.147,0.584,97.007,audio_features,5pzeevBDvU6GVXqUKoiYDX,spotify:track:5pzeevBDvU6GVXqUKoiYDX,https://api.spotify.com/v1/tracks/5pzeevBDvU6GVXqUKoiYDX,https://api.spotify.com/v1/audio-analysis/5pzeevBDvU6GVXqUKoiYDX,167600,4
59krMPfRgjLYmAkVA2gHl4,0.624,0.459,8,-6.035,1,0.0321,0.102,0,0.117,0.122,119.048,audio_features,59krMPfRgjLYmAkVA2gHl4,spotify:track:59krMPfRgjLYmAkVA2gHl4,https://api.spotify.com/v1/tracks/59krMPfRgjLYmAkVA2gHl4,https://api.spotify.com/v1/audio-analysis/59krMPfRgjLYmAkVA2gHl4,239160,4
5byJBGDhkVXs81MS3b3Ncq,0.619,0.414,5,-12.833,0,0.0335,0.604,0.212,0.271,0.228,95.067,audio_features,5byJBGDhkVXs81MS3b3Ncq,spotify:track:5byJBGDhkVXs81MS3b3Ncq,https://api.spotify.com/v1/tracks/5byJBGDhkVXs81MS3b3Ncq,https://api.spotify.com/v1/audio-analysis/5byJBGDhkVXs81MS3b3Ncq,187120,4
75ZvA4QfFiZvzhj2xkaWAh,0.556,0.538,8,-5.408,0,0.0382,0.0689,0,0.196,0.291,143.95,audio_features,75ZvA4QfFiZvzhj2xkaWAh,spotify:track:75ZvA4QfFiZvzhj2xkaWAh,https://api.spotify.com/v1/tracks/75ZvA4QfFiZvzhj2xkaWAh,https://api.spotify.com/v1/audio-analysis/75ZvA4QfFiZvzhj2xkaWAh,223347,4
13TMuxC8tdSfthXpHG9D26,0.584,0.42,8,-7.827,1,0.0322,0.236,0,0.119,0.283,90.051,audio_features,13TMuxC8tdSfthXpHG9D26,spotify:track:13TMuxC8tdSfthXpHG9D26,https://api.spotify.com/v1/tracks/13TMuxC8tdSfthXpHG9D26,https://api.spotify.com/v1/audio-analysis/13TMuxC8tdSfthXpHG9D26,170667,4
2jOJwY8V909ipdb87Bm2Va,0.603,0.197,1,-15.243,1,0.0295,0.877,0.000892,0.103,0.375,98.995,audio_features,2jOJwY8V909ipdb87Bm2Va,spotify:track:2jOJwY8V909ipdb87Bm2Va,https://api.spotify.com/v1/tracks/2jOJwY8V909ipdb87Bm2Va,https://api.spotify.com/v1/audio-analysis/2jOJwY8V909ipdb87Bm2Va,167733,4
0QZ5yyl6B6utIWkxeBDxQN,0.441,0.379,2,-9.545,1,0.0449,0.968,0.262,0.639,0.105,174.118,audio_features,0QZ5yyl6B6utIWkxeBDxQN,spotify:track:0QZ5yyl6B6utIWkxeBDxQN,https://api.spotify.com/v1/tracks/0QZ5yyl6B6utIWkxeBDxQN,https://api.spotify.com/v1/audio-analysis/0QZ5yyl6B6utIWkxeBDxQN,208227,3
0XySogm94T51XF5F2jumXm,0.671,0.529,0,-7.226,1,0.307,0.0769,0.000335,0.0856,0.203,161.989,audio_features,0XySogm94T51XF5F2jumXm,spotify:track:0XySogm94T51XF5F2jumXm,https://api.spotify.com/v1/tracks/0XySogm94T51XF5F2jumXm,https://api.spotify.com/v1/audio-analysis/0XySogm94T51XF5F2jumXm,165820,4
4aSfgWmRa9KsISD4Jmx7QB,0.736,0.449,10,-7.956,0,0.0633,0.506,6.63E-05,0.117,0.487,147.971,audio_features,4aSfgWmRa9KsISD4Jmx7QB,spotify:track:4aSfgWmRa9KsISD4Jmx7QB,https://api.spotify.com/v1/tracks/4aSfgWmRa9KsISD4Jmx7QB,https://api.spotify.com/v1/audio-analysis/4aSfgWmRa9KsISD4Jmx7QB,202280,4
2Yu0AtCUsskiFKqtLCm0zc,0.617,0.248,11,-14.998,1,0.0378,0.761,0.599,0.114,0.619,161.903,audio_features,2Yu0AtCUsskiFKqtLCm0zc,spotify:track:2Yu0AtCUsskiFKqtLCm0zc,https://api.spotify.com/v1/tracks/2Yu0AtCUsskiFKqtLCm0zc,https://api.spotify.com/v1/audio-analysis/2Yu0AtCUsskiFKqtLCm0zc,229292,4
5s4mj6ILv52pz9OM9yRgaR,0.624,0.58,8,-7.063,1,0.0357,0.00492,0.00454,0.101,0.207,168.003,audio_features,5s4mj6ILv52pz9OM9yRgaR,spotify:track:5s4mj6ILv52pz9OM9yRgaR,https://api.spotify.com/v1/tracks/5s4mj6ILv52pz9OM9yRgaR,https://api.spotify.com/v1/audio-analysis/5s4mj6ILv52pz9OM9yRgaR,177143,4
2nA4YHWnvgOFzD8wbSQbHN,0.542,0.466,4,-6.546,1,0.0342,0.0483,0,0.0964,0.167,122.967,audio_features,2nA4YHWnvgOFzD8wbSQbHN,spotify:track:2nA4YHWnvgOFzD8wbSQbHN,https://api.spotify.com/v1/tracks/2nA4YHWnvgOFzD8wbSQbHN,https://api.spotify.com/v1/audio-analysis/2nA4YHWnvgOFzD8wbSQbHN,247843,4
7yfrSTEhzhm3UtoZ5xEpzG,0.312,0.548,8,-5.128,0,0.0431,0.881,0.000805,0.127,0.25,129.622,audio_features,7yfrSTEhzhm3UtoZ5xEpzG,spotify:track:7yfrSTEhzhm3UtoZ5xEpzG,https://api.spotify.com/v1/tracks/7yfrSTEhzhm3UtoZ5xEpzG,https://api.spotify.com/v1/audio-analysis/7yfrSTEhzhm3UtoZ5xEpzG,233200,4
0UyljEbX9dqI1K0sqdv6B6,0.515,0.479,3,-7.458,1,0.0261,0.544,0.00598,0.191,0.284,88.964,audio_features,0UyljEbX9dqI1K0sqdv6B6,spotify:track:0UyljEbX9dqI1K0sqdv6B6,https://api.spotify.com/v1/tracks/0UyljEbX9dqI1K0sqdv6B6,https://api.spotify.com/v1/audio-analysis/0UyljEbX9dqI1K0sqdv6B6,209274,4
2I6dXeG4yOmf4aztiXPjWE,0.607,0.548,10,-5.333,1,0.0531,0.109,0,0.0908,0.416,122.708,audio_features,2I6dXeG4yOmf4aztiXPjWE,spotify:track:2I6dXeG4yOmf4aztiXPjWE,https://api.spotify.com/v1/tracks/2I6dXeG4yOmf4aztiXPjWE,https://api.spotify.com/v1/audio-analysis/2I6dXeG4yOmf4aztiXPjWE,187317,4
0Eqg0CQ7bK3RQIMPw1A7pl,0.559,0.422,11,-11.89,1,0.195,0.701,1.99E-06,0.0853,0.191,74.002,audio_features,0Eqg0CQ7bK3RQIMPw1A7pl,spotify:track:0Eqg0CQ7bK3RQIMPw1A7pl,https://api.spotify.com/v1/tracks/0Eqg0CQ7bK3RQIMPw1A7pl,https://api.spotify.com/v1/audio-analysis/0Eqg0CQ7bK3RQIMPw1A7pl,286928,4
5vnpANH92iEajvGwE2oQ6r,0.701,0.512,0,-6.869,0,0.0969,0.235,5.07E-06,0.135,0.663,91.947,audio_features,5vnpANH92iEajvGwE2oQ6r,spotify:track:5vnpANH92iEajvGwE2oQ6r,https://api.spotify.com/v1/tracks/5vnpANH92iEajvGwE2oQ6r,https://api.spotify.com/v1/audio-analysis/5vnpANH92iEajvGwE2oQ6r,223583,4
3DKpA54hrFIdPN6AtL9HXa,0.45,0.335,7,-7.464,1,0.0298,0.785,1.25E-06,0.0979,0.25,109.908,audio_features,3DKpA54hrFIdPN6AtL9HXa,spotify:track:3DKpA54hrFIdPN6AtL9HXa,https://api.spotify.com/v1/tracks/3DKpA54hrFIdPN6AtL9HXa,https://api.spotify.com/v1/audio-analysis/3DKpA54hrFIdPN6AtL9HXa,281235,4
1rAoMvrhI0Ozalbow7Lu6F,0.48,0.303,2,-13.189,0,0.0302,0.949,0.196,0.155,0.192,127.017,audio_features,1rAoMvrhI0Ozalbow7Lu6F,spotify:track:1rAoMvrhI0Ozalbow7Lu6F,https://api.spotify.com/v1/tracks/1rAoMvrhI0Ozalbow7Lu6F,https://api.spotify.com/v1/audio-analysis/1rAoMvrhI0Ozalbow7Lu6F,268627,3
5RySo0AAUR0reTHSCvb6HC,0.393,0.595,7,-9.825,0,0.0405,0.79,0.297,0.115,0.165,135.797,audio_features,5RySo0AAUR0reTHSCvb6HC,spotify:track:5RySo0AAUR0reTHSCvb6HC,https://api.spotify.com/v1/tracks/5RySo0AAUR0reTHSCvb6HC,https://api.spotify.com/v1/audio-analysis/5RySo0AAUR0reTHSCvb6HC,343787,4
2avzCVT0Zo4dgkp2vBgHOJ,0.506,0.265,11,-12.215,0,0.0289,0.972,0.00355,0.112,0.5,92.039,audio_features,2avzCVT0Zo4dgkp2vBgHOJ,spotify:track:2avzCVT0Zo4dgkp2vBgHOJ,https://api.spotify.com/v1/tracks/2avzCVT0Zo4dgkp2vBgHOJ,https://api.spotify.com/v1/audio-analysis/2avzCVT0Zo4dgkp2vBgHOJ,218333,4
1xuA8vy1KA1cfP5UQ7NYSS,0.397,0.0998,0,-15.431,1,0.0371,0.982,0.00476,0.1,0.105,127.362,audio_features,1xuA8vy1KA1cfP5UQ7NYSS,spotify:track:1xuA8vy1KA1cfP5UQ7NYSS,https://api.spotify.com/v1/tracks/1xuA8vy1KA1cfP5UQ7NYSS,https://api.spotify.com/v1/audio-analysis/1xuA8vy1KA1cfP5UQ7NYSS,475187,4
1drUAdX3NY4dTieuxdedLY,0.507,0.138,1,-16.447,1,0.0334,0.925,0.0777,0.12,0.115,124.983,audio_features,1drUAdX3NY4dTieuxdedLY,spotify:track:1drUAdX3NY4dTieuxdedLY,https://api.spotify.com/v1/tracks/1drUAdX3NY4dTieuxdedLY,https://api.spotify.com/v1/audio-analysis/1drUAdX3NY4dTieuxdedLY,240560,4
1odRNxEeolTEjFSDF6GY3s,0.418,0.273,0,-8.887,1,0.0305,0.938,4.06E-05,0.0897,0.0585,110.623,audio_features,1odRNxEeolTEjFSDF6GY3s,spotify:track:1odRNxEeolTEjFSDF6GY3s,https://api.spotify.com/v1/tracks/1odRNxEeolTEjFSDF6GY3s,https://api.spotify.com/v1/audio-analysis/1odRNxEeolTEjFSDF6GY3s,273467,3
123W7snVRuONLwn2uMdJB3,0.402,0.106,7,-16.796,1,0.0417,0.923,0.0745,0.11,0.0385,136.901,audio_features,123W7snVRuONLwn2uMdJB3,spotify:track:123W7snVRuONLwn2uMdJB3,https://api.spotify.com/v1/tracks/123W7snVRuONLwn2uMdJB3,https://api.spotify.com/v1/audio-analysis/123W7snVRuONLwn2uMdJB3,170551,4
6BJXuY0lY0EUtSDCgkYnqE,0.469,0.449,1,-14.377,0,0.0512,0.444,0.565,0.334,0.19,87.111,audio_features,6BJXuY0lY0EUtSDCgkYnqE,spotify:track:6BJXuY0lY0EUtSDCgkYnqE,https://api.spotify.com/v1/tracks/6BJXuY0lY0EUtSDCgkYnqE,https://api.spotify.com/v1/audio-analysis/6BJXuY0lY0EUtSDCgkYnqE,269490,4
1DlbCKscf5uSlVpbKYVxOS,0.526,0.293,11,-12.358,0,0.0322,0.936,0.000314,0.088,0.144,120.05,audio_features,1DlbCKscf5uSlVpbKYVxOS,spotify:track:1DlbCKscf5uSlVpbKYVxOS,https://api.spotify.com/v1/tracks/1DlbCKscf5uSlVpbKYVxOS,https://api.spotify.com/v1/audio-analysis/1DlbCKscf5uSlVpbKYVxOS,176167,4
1MsL6JYYuh9CCxD53zbrfV,0.332,0.536,6,-9.353,1,0.0385,0.46,0.513,0.139,0.255,174.639,audio_features,1MsL6JYYuh9CCxD53zbrfV,spotify:track:1MsL6JYYuh9CCxD53zbrfV,https://api.spotify.com/v1/tracks/1MsL6JYYuh9CCxD53zbrfV,https://api.spotify.com/v1/audio-analysis/1MsL6JYYuh9CCxD53zbrfV,200995,4
660D1KONP5QoayR5MUGGcK,0.311,0.345,0,-13.81,0,0.0357,0.873,0.919,0.109,0.0769,113.831,audio_features,660D1KONP5QoayR5MUGGcK,spotify:track:660D1KONP5QoayR5MUGGcK,https://api.spotify.com/v1/tracks/660D1KONP5QoayR5MUGGcK,https://api.spotify.com/v1/audio-analysis/660D1KONP5QoayR5MUGGcK,216493,4
3elOzp9X3B8vMGhJBWzbIF,0.543,0.311,5,-10.018,0,0.0361,0.857,0.000684,0.0983,0.134,126.86,audio_features,3elOzp9X3B8vMGhJBWzbIF,spotify:track:3elOzp9X3B8vMGhJBWzbIF,https://api.spotify.com/v1/tracks/3elOzp9X3B8vMGhJBWzbIF,https://api.spotify.com/v1/audio-analysis/3elOzp9X3B8vMGhJBWzbIF,204213,4
4gVZhkcsZcwQ4mU1gEeXEO,0.494,0.243,5,-9.083,0,0.0316,0.822,0.00225,0.147,0.0722,126.063,audio_features,4gVZhkcsZcwQ4mU1gEeXEO,spotify:track:4gVZhkcsZcwQ4mU1gEeXEO,https://api.spotify.com/v1/tracks/4gVZhkcsZcwQ4mU1gEeXEO,https://api.spotify.com/v1/audio-analysis/4gVZhkcsZcwQ4mU1gEeXEO,268854,4
6AohzKCNCm2aVmqRFS6mIb,0.526,0.244,9,-11.706,0,0.0255,0.726,9.58E-06,0.12,0.142,82.105,audio_features,6AohzKCNCm2aVmqRFS6mIb,spotify:track:6AohzKCNCm2aVmqRFS6mIb,https://api.spotify.com/v1/tracks/6AohzKCNCm2aVmqRFS6mIb,https://api.spotify.com/v1/audio-analysis/6AohzKCNCm2aVmqRFS6mIb,276286,4
35ZHHlrMKr7CijbD239b0g,0.318,0.193,11,-14.794,0,0.0573,0.949,0.0328,0.095,0.0753,170.414,audio_features,35ZHHlrMKr7CijbD239b0g,spotify:track:35ZHHlrMKr7CijbD239b0g,https://api.spotify.com/v1/tracks/35ZHHlrMKr7CijbD239b0g,https://api.spotify.com/v1/audio-analysis/35ZHHlrMKr7CijbD239b0g,288493,3
4zr2ewFFA1mS5nAzeYAoEp,0.581,0.425,2,-8.604,0,0.0654,0.734,0.000655,0.0904,0.23,140.544,audio_features,4zr2ewFFA1mS5nAzeYAoEp,spotify:track:4zr2ewFFA1mS5nAzeYAoEp,https://api.spotify.com/v1/tracks/4zr2ewFFA1mS5nAzeYAoEp,https://api.spotify.com/v1/audio-analysis/4zr2ewFFA1mS5nAzeYAoEp,243667,4
1fNMNJqWaPxUHFpZ0Zl3UA,0.246,0.19,9,-12.596,0,0.0376,0.586,0.000877,0.0568,0.0393,126.653,audio_features,1fNMNJqWaPxUHFpZ0Zl3UA,spotify:track:1fNMNJqWaPxUHFpZ0Zl3UA,https://api.spotify.com/v1/tracks/1fNMNJqWaPxUHFpZ0Zl3UA,https://api.spotify.com/v1/audio-analysis/1fNMNJqWaPxUHFpZ0Zl3UA,354267,4
5ADqP9XM6BSIqgSka1sGyt,0.399,0.4,6,-12.201,0,0.0411,0.664,0.453,0.101,0.105,114.962,audio_features,5ADqP9XM6BSIqgSka1sGyt,spotify:track:5ADqP9XM6BSIqgSka1sGyt,https://api.spotify.com/v1/tracks/5ADqP9XM6BSIqgSka1sGyt,https://api.spotify.com/v1/audio-analysis/5ADqP9XM6BSIqgSka1sGyt,230379,4
0HrhMgGtRk6wOxUUCqvf4i,0.565,0.386,7,-11.856,0,0.0299,0.0233,0.00113,0.109,0.184,73.019,audio_features,0HrhMgGtRk6wOxUUCqvf4i,spotify:track:0HrhMgGtRk6wOxUUCqvf4i,https://api.spotify.com/v1/tracks/0HrhMgGtRk6wOxUUCqvf4i,https://api.spotify.com/v1/audio-analysis/0HrhMgGtRk6wOxUUCqvf4i,223656,3
7kaub3iYrvVz5gaPVemsWE,0.648,0.189,9,-13.553,0,0.0311,0.984,0.000375,0.132,0.231,98.891,audio_features,7kaub3iYrvVz5gaPVemsWE,spotify:track:7kaub3iYrvVz5gaPVemsWE,https://api.spotify.com/v1/tracks/7kaub3iYrvVz5gaPVemsWE,https://api.spotify.com/v1/audio-analysis/7kaub3iYrvVz5gaPVemsWE,230547,3
27mT3JdR3sRJyiMBFHdhB4,0.334,0.397,5,-10.313,0,0.0328,0.658,0.00014,0.136,0.225,129.127,audio_features,27mT3JdR3sRJyiMBFHdhB4,spotify:track:27mT3JdR3sRJyiMBFHdhB4,https://api.spotify.com/v1/tracks/27mT3JdR3sRJyiMBFHdhB4,https://api.spotify.com/v1/audio-analysis/27mT3JdR3sRJyiMBFHdhB4,207719,4
0LCrNCOgGTgUL7Ubsdeuuj,0.574,0.53,0,-7.26,1,0.0453,0.0662,5.32E-05,0.145,0.393,153.937,audio_features,0LCrNCOgGTgUL7Ubsdeuuj,spotify:track:0LCrNCOgGTgUL7Ubsdeuuj,https://api.spotify.com/v1/tracks/0LCrNCOgGTgUL7Ubsdeuuj,https://api.spotify.com/v1/audio-analysis/0LCrNCOgGTgUL7Ubsdeuuj,180068,4
56x414nNMB2h5llf3aEL04,0.437,0.267,7,-10.296,1,0.0314,0.905,0.0272,0.156,0.188,124.711,audio_features,56x414nNMB2h5llf3aEL04,spotify:track:56x414nNMB2h5llf3aEL04,https://api.spotify.com/v1/tracks/56x414nNMB2h5llf3aEL04,https://api.spotify.com/v1/audio-analysis/56x414nNMB2h5llf3aEL04,288141,4
5rMea4Gu5db0qb1c6TfGIh,0.394,0.606,2,-7.345,1,0.0648,0.0346,1.05E-06,0.0804,0.197,77.026,audio_features,5rMea4Gu5db0qb1c6TfGIh,spotify:track:5rMea4Gu5db0qb1c6TfGIh,https://api.spotify.com/v1/tracks/5rMea4Gu5db0qb1c6TfGIh,https://api.spotify.com/v1/audio-analysis/5rMea4Gu5db0qb1c6TfGIh,222173,4
6yPuQr6vjZ7tJ4oq1PEXle,0.49,0.592,0,-13.54,1,0.0405,0.614,0.713,0.136,0.28,126.62,audio_features,6yPuQr6vjZ7tJ4oq1PEXle,spotify:track:6yPuQr6vjZ7tJ4oq1PEXle,https://api.spotify.com/v1/tracks/6yPuQr6vjZ7tJ4oq1PEXle,https://api.spotify.com/v1/audio-analysis/6yPuQr6vjZ7tJ4oq1PEXle,213440,4
46RSHHcMv3BhuXobfFfAAT,0.343,0.294,9,-11.564,0,0.0367,0.97,0.532,0.0745,0.0737,110.587,audio_features,46RSHHcMv3BhuXobfFfAAT,spotify:track:46RSHHcMv3BhuXobfFfAAT,https://api.spotify.com/v1/tracks/46RSHHcMv3BhuXobfFfAAT,https://api.spotify.com/v1/audio-analysis/46RSHHcMv3BhuXobfFfAAT,247589,4
7cVNpJG6phyW7jF8GOswiY,0.489,0.395,9,-13.059,0,0.0265,0.512,0.881,0.118,0.196,135.02,audio_features,7cVNpJG6phyW7jF8GOswiY,spotify:track:7cVNpJG6phyW7jF8GOswiY,https://api.spotify.com/v1/tracks/7cVNpJG6phyW7jF8GOswiY,https://api.spotify.com/v1/audio-analysis/7cVNpJG6phyW7jF8GOswiY,202147,4
1UWhx0pFZccP4jdCIZsj7U,0.463,0.373,6,-10.666,0,0.0362,0.673,0.0745,0.118,0.184,64.831,audio_features,1UWhx0pFZccP4jdCIZsj7U,spotify:track:1UWhx0pFZccP4jdCIZsj7U,https://api.spotify.com/v1/tracks/1UWhx0pFZccP4jdCIZsj7U,https://api.spotify.com/v1/audio-analysis/1UWhx0pFZccP4jdCIZsj7U,266547,4
1QIzSLVBQA2GBrF2IDBSPK,0.395,0.324,11,-12.52,0,0.0406,0.865,0.0725,0.105,0.0565,120.968,audio_features,1QIzSLVBQA2GBrF2IDBSPK,spotify:track:1QIzSLVBQA2GBrF2IDBSPK,https://api.spotify.com/v1/tracks/1QIzSLVBQA2GBrF2IDBSPK,https://api.spotify.com/v1/audio-analysis/1QIzSLVBQA2GBrF2IDBSPK,200449,4
7BbAqle8lyB3S56Q9MPTZB,0.49,0.463,9,-8.455,1,0.0326,0.159,0.0771,0.117,0.409,125.989,audio_features,7BbAqle8lyB3S56Q9MPTZB,spotify:track:7BbAqle8lyB3S56Q9MPTZB,https://api.spotify.com/v1/tracks/7BbAqle8lyB3S56Q9MPTZB,https://api.spotify.com/v1/audio-analysis/7BbAqle8lyB3S56Q9MPTZB,244840,4
